Sample,day,rep,num_events,fluor50,fluor50_raw,data_dir
HEK293T_Mutant_500ng.fcs,3,1,4800,0.9815859678726069,212085.04089231702,260105_HEK293T_GFPDisruption_day3_rep1
HEK293T_WT_500ng.fcs,3,1,5065,0.5675560574579338,1892.9179521405933,260105_HEK293T_GFPDisruption_day3_rep1
HEK293T_Mutant_500ng.fcs,3,2,5252,1.000358148290075,263225.6912081562,260106_HEK293T_GFPDisruption_day3_rep2
HEK293T_WT_500ng.fcs,3,2,5588,0.5868136761239083,2342.581346656891,260106_HEK293T_GFPDisruption_day3_rep2
